Unnamed: 0,ParticipantID,posture,score,surface,dexterity,form,orientation,rating
371,participant_12,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
372,participant_13,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
373,participant_14,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
374,participant_15,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
375,participant_16,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
376,participant_17,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
377,participant_18,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
378,participant_19,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
379,participant_20,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
380,participant_21,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
381,participant_22,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
382,participant_23,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
383,participant_24,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
384,participate_25,Below_Left_Palm_0,3,Below,Left,Palm,0,Comfort
385,participant_26,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
386,participant_27,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
387,participant_28,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
388,participant_29,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
389,participant_30,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
390,participant_1,Below_Left_Palm_0,3,Below,Left,Palm,0,Preference
391,participant_2,Below_Left_Palm_0,3,Below,Left,Palm,0,Preference
392,participant_3,Below_Left_Palm_0,2,Below,Left,Palm,0,Preference
393,participant_4,Below_Left_Palm_0,5,Below,Left,Palm,0,Preference
394,participant_5,Below_Left_Palm_0,2,Below,Left,Palm,0,Preference
395,participant_6,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
396,participant_7,Below_Left_Palm_0,5,Below,Left,Palm,0,Preference
397,participant_8,Below_Left_Palm_0,2,Below,Left,Palm,0,Preference
398,participant_9,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
399,participant_10,Below_Left_Palm_0,5,Below,Left,Palm,0,Preference
400,participant_11,Below_Left_Palm_0,3,Below,Left,Palm,0,Preference
401,participant_12,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
402,participant_13,Below_Left_Palm_0,5,Below,Left,Palm,0,Preference
403,participant_14,Below_Left_Palm_0,3,Below,Left,Palm,0,Preference
404,participant_15,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
405,participant_16,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
406,participant_17,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
407,participant_18,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
408,participant_19,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
409,participant_20,Below_Left_Palm_0,5,Below,Left,Palm,0,Preference
410,participant_21,Below_Left_Palm_0,5,Below,Left,Palm,0,Preference
411,participant_22,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
412,participant_23,Below_Left_Palm_0,5,Below,Left,Palm,0,Preference
413,participant_24,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
414,participate_25,Below_Left_Palm_0,3,Below,Left,Palm,0,Preference
415,participant_26,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
416,participant_27,Below_Left_Palm_0,5,Below,Left,Palm,0,Preference
417,participant_28,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
418,participant_29,Below_Left_Palm_0,5,Below,Left,Palm,0,Preference
419,participant_30,Below_Left_Palm_0,4,Below,Left,Palm,0,Preference
420,participant_1,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
421,participant_2,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
422,participant_3,Below_Right_Palm_0,3,Below,Right,Palm,0,Comfort
423,participant_4,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
424,participant_5,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
425,participant_6,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
426,participant_7,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
427,participant_8,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
428,participant_9,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
429,participant_10,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
430,participant_11,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
431,participant_12,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
432,participant_13,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
433,participant_14,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
434,participant_15,Below_Right_Palm_0,3,Below,Right,Palm,0,Comfort
435,participant_16,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
436,participant_17,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
437,participant_18,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
438,participant_19,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
439,participant_20,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
440,participant_21,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
441,participant_22,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
442,participant_23,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
443,participant_24,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
444,participate_25,Below_Right_Palm_0,3,Below,Right,Palm,0,Comfort
445,participant_26,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
446,participant_27,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
447,participant_28,Below_Right_Palm_0,5,Below,Right,Palm,0,Comfort
448,participant_29,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
449,participant_30,Below_Right_Palm_0,4,Below,Right,Palm,0,Comfort
450,participant_1,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
451,participant_2,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
452,participant_3,Below_Right_Palm_0,3,Below,Right,Palm,0,Preference
453,participant_4,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
454,participant_5,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
455,participant_6,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
456,participant_7,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
457,participant_8,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
458,participant_9,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
459,participant_10,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
460,participant_11,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
461,participant_12,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
462,participant_13,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
463,participant_14,Below_Right_Palm_0,3,Below,Right,Palm,0,Preference
464,participant_15,Below_Right_Palm_0,3,Below,Right,Palm,0,Preference
465,participant_16,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
466,participant_17,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
467,participant_18,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
468,participant_19,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
469,participant_20,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
470,participant_21,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
471,participant_22,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
472,participant_23,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
473,participant_24,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
474,participate_25,Below_Right_Palm_0,3,Below,Right,Palm,0,Preference
475,participant_26,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
476,participant_27,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
477,participant_28,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
478,participant_29,Below_Right_Palm_0,5,Below,Right,Palm,0,Preference
479,participant_30,Below_Right_Palm_0,4,Below,Right,Palm,0,Preference
480,participant_1,Below_Left_Palm_90,3,Below,Left,Palm,90,Comfort
481,participant_2,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
482,participant_3,Below_Left_Palm_90,3,Below,Left,Palm,90,Comfort
483,participant_4,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
484,participant_5,Below_Left_Palm_90,3,Below,Left,Palm,90,Comfort
485,participant_6,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
486,participant_7,Below_Left_Palm_90,5,Below,Left,Palm,90,Comfort
487,participant_8,Below_Left_Palm_90,3,Below,Left,Palm,90,Comfort
488,participant_9,Below_Left_Palm_90,3,Below,Left,Palm,90,Comfort
489,participant_10,Below_Left_Palm_90,3,Below,Left,Palm,90,Comfort
490,participant_11,Below_Left_Palm_90,1,Below,Left,Palm,90,Comfort
491,participant_12,Below_Left_Palm_90,1,Below,Left,Palm,90,Comfort
492,participant_13,Below_Left_Palm_90,5,Below,Left,Palm,90,Comfort
493,participant_14,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
494,participant_15,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
495,participant_16,Below_Left_Palm_90,5,Below,Left,Palm,90,Comfort
496,participant_17,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
497,participant_18,Below_Left_Palm_90,5,Below,Left,Palm,90,Comfort
498,participant_19,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
499,participant_20,Below_Left_Palm_90,5,Below,Left,Palm,90,Comfort
500,participant_21,Below_Left_Palm_90,5,Below,Left,Palm,90,Comfort
501,participant_22,Below_Left_Palm_90,3,Below,Left,Palm,90,Comfort
502,participant_23,Below_Left_Palm_90,5,Below,Left,Palm,90,Comfort
503,participant_24,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
504,participate_25,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
505,participant_26,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
506,participant_27,Below_Left_Palm_90,4,Below,Left,Palm,90,Comfort
507,participant_28,Below_Left_Palm_90,3,Below,Left,Palm,90,Comfort
508,participant_29,Below_Left_Palm_90,2,Below,Left,Palm,90,Comfort
509,participant_30,Below_Left_Palm_90,3,Below,Left,Palm,90,Comfort
510,participant_1,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
511,participant_2,Below_Left_Palm_90,5,Below,Left,Palm,90,Preference
512,participant_3,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
513,participant_4,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
514,participant_5,Below_Left_Palm_90,2,Below,Left,Palm,90,Preference
515,participant_6,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
516,participant_7,Below_Left_Palm_90,5,Below,Left,Palm,90,Preference
517,participant_8,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
518,participant_9,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
519,participant_10,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
520,participant_11,Below_Left_Palm_90,1,Below,Left,Palm,90,Preference
521,participant_12,Below_Left_Palm_90,1,Below,Left,Palm,90,Preference
522,participant_13,Below_Left_Palm_90,5,Below,Left,Palm,90,Preference
523,participant_14,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
524,participant_15,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
525,participant_16,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
526,participant_17,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
527,participant_18,Below_Left_Palm_90,5,Below,Left,Palm,90,Preference
528,participant_19,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
529,participant_20,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
530,participant_21,Below_Left_Palm_90,5,Below,Left,Palm,90,Preference
531,participant_22,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
532,participant_23,Below_Left_Palm_90,5,Below,Left,Palm,90,Preference
533,participant_24,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
534,participate_25,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
535,participant_26,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
536,participant_27,Below_Left_Palm_90,4,Below,Left,Palm,90,Preference
537,participant_28,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
538,participant_29,Below_Left_Palm_90,2,Below,Left,Palm,90,Preference
539,participant_30,Below_Left_Palm_90,3,Below,Left,Palm,90,Preference
540,participant_1,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
541,participant_2,Below_Right_Palm_90,5,Below,Right,Palm,90,Comfort
542,participant_3,Below_Right_Palm_90,5,Below,Right,Palm,90,Comfort
543,participant_4,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
544,participant_5,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
545,participant_6,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
546,participant_7,Below_Right_Palm_90,5,Below,Right,Palm,90,Comfort
547,participant_8,Below_Right_Palm_90,3,Below,Right,Palm,90,Comfort
548,participant_9,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
549,participant_10,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
550,participant_11,Below_Right_Palm_90,2,Below,Right,Palm,90,Comfort
551,participant_12,Below_Right_Palm_90,1,Below,Right,Palm,90,Comfort
552,participant_13,Below_Right_Palm_90,5,Below,Right,Palm,90,Comfort
553,participant_14,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
554,participant_15,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
555,participant_16,Below_Right_Palm_90,5,Below,Right,Palm,90,Comfort
556,participant_17,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
557,participant_18,Below_Right_Palm_90,5,Below,Right,Palm,90,Comfort
558,participant_19,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
559,participant_20,Below_Right_Palm_90,5,Below,Right,Palm,90,Comfort
560,participant_21,Below_Right_Palm_90,5,Below,Right,Palm,90,Comfort
561,participant_22,Below_Right_Palm_90,3,Below,Right,Palm,90,Comfort
562,participant_23,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
563,participant_24,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
564,participate_25,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
565,participant_26,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
566,participant_27,Below_Right_Palm_90,5,Below,Right,Palm,90,Comfort
567,participant_28,Below_Right_Palm_90,4,Below,Right,Palm,90,Comfort
568,participant_29,Below_Right_Palm_90,2,Below,Right,Palm,90,Comfort
569,participant_30,Below_Right_Palm_90,3,Below,Right,Palm,90,Comfort
570,participant_1,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
571,participant_2,Below_Right_Palm_90,5,Below,Right,Palm,90,Preference
572,participant_3,Below_Right_Palm_90,2,Below,Right,Palm,90,Preference
573,participant_4,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
574,participant_5,Below_Right_Palm_90,3,Below,Right,Palm,90,Preference
575,participant_6,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
576,participant_7,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
577,participant_8,Below_Right_Palm_90,3,Below,Right,Palm,90,Preference
578,participant_9,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
579,participant_10,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
580,participant_11,Below_Right_Palm_90,2,Below,Right,Palm,90,Preference
581,participant_12,Below_Right_Palm_90,1,Below,Right,Palm,90,Preference
582,participant_13,Below_Right_Palm_90,5,Below,Right,Palm,90,Preference
583,participant_14,Below_Right_Palm_90,3,Below,Right,Palm,90,Preference
584,participant_15,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
585,participant_16,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
586,participant_17,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
587,participant_18,Below_Right_Palm_90,5,Below,Right,Palm,90,Preference
588,participant_19,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
589,participant_20,Below_Right_Palm_90,3,Below,Right,Palm,90,Preference
590,participant_21,Below_Right_Palm_90,5,Below,Right,Palm,90,Preference
591,participant_22,Below_Right_Palm_90,3,Below,Right,Palm,90,Preference
592,participant_23,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
593,participant_24,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
594,participate_25,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
595,participant_26,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
596,participant_27,Below_Right_Palm_90,5,Below,Right,Palm,90,Preference
597,participant_28,Below_Right_Palm_90,4,Below,Right,Palm,90,Preference
598,participant_29,Below_Right_Palm_90,3,Below,Right,Palm,90,Preference
599,participant_30,Below_Right_Palm_90,3,Below,Right,Palm,90,Preference
600,participant_1,Below_Left_Palm_180,1,Below,Left,Palm,180,Comfort
601,participant_2,Below_Left_Palm_180,1,Below,Left,Palm,180,Comfort
602,participant_3,Below_Left_Palm_180,3,Below,Left,Palm,180,Comfort
603,participant_4,Below_Left_Palm_180,1,Below,Left,Palm,180,Comfort
604,participant_5,Below_Left_Palm_180,1,Below,Left,Palm,180,Comfort
605,participant_6,Below_Left_Palm_180,4,Below,Left,Palm,180,Comfort
606,participant_7,Below_Left_Palm_180,4,Below,Left,Palm,180,Comfort
607,participant_8,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
608,participant_9,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
609,participant_10,Below_Left_Palm_180,1,Below,Left,Palm,180,Comfort
610,participant_11,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
611,participant_12,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
612,participant_13,Below_Left_Palm_180,4,Below,Left,Palm,180,Comfort
613,participant_14,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
614,participant_15,Below_Left_Palm_180,3,Below,Left,Palm,180,Comfort
615,participant_16,Below_Left_Palm_180,4,Below,Left,Palm,180,Comfort
616,participant_17,Below_Left_Palm_180,3,Below,Left,Palm,180,Comfort
617,participant_18,Below_Left_Palm_180,1,Below,Left,Palm,180,Comfort
618,participant_19,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
619,participant_20,Below_Left_Palm_180,4,Below,Left,Palm,180,Comfort
620,participant_21,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
621,participant_22,Below_Left_Palm_180,1,Below,Left,Palm,180,Comfort
622,participant_23,Below_Left_Palm_180,5,Below,Left,Palm,180,Comfort
623,participant_24,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
624,participate_25,Below_Left_Palm_180,3,Below,Left,Palm,180,Comfort
625,participant_26,Below_Left_Palm_180,1,Below,Left,Palm,180,Comfort
626,participant_27,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
627,participant_28,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
628,participant_29,Below_Left_Palm_180,2,Below,Left,Palm,180,Comfort
629,participant_30,Below_Left_Palm_180,4,Below,Left,Palm,180,Comfort
630,participant_1,Below_Left_Palm_180,1,Below,Left,Palm,180,Preference
631,participant_2,Below_Left_Palm_180,1,Below,Left,Palm,180,Preference
632,participant_3,Below_Left_Palm_180,4,Below,Left,Palm,180,Preference
633,participant_4,Below_Left_Palm_180,1,Below,Left,Palm,180,Preference
634,participant_5,Below_Left_Palm_180,1,Below,Left,Palm,180,Preference
635,participant_6,Below_Left_Palm_180,4,Below,Left,Palm,180,Preference
636,participant_7,Below_Left_Palm_180,4,Below,Left,Palm,180,Preference
637,participant_8,Below_Left_Palm_180,2,Below,Left,Palm,180,Preference
638,participant_9,Below_Left_Palm_180,2,Below,Left,Palm,180,Preference
639,participant_10,Below_Left_Palm_180,1,Below,Left,Palm,180,Preference
640,participant_11,Below_Left_Palm_180,2,Below,Left,Palm,180,Preference
641,participant_12,Below_Left_Palm_180,2,Below,Left,Palm,180,Preference
642,participant_13,Below_Left_Palm_180,4,Below,Left,Palm,180,Preference
643,participant_14,Below_Left_Palm_180,2,Below,Left,Palm,180,Preference
644,participant_15,Below_Left_Palm_180,3,Below,Left,Palm,180,Preference
645,participant_16,Below_Left_Palm_180,4,Below,Left,Palm,180,Preference
646,participant_17,Below_Left_Palm_180,4,Below,Left,Palm,180,Preference
647,participant_18,Below_Left_Palm_180,4,Below,Left,Palm,180,Preference
648,participant_19,Below_Left_Palm_180,2,Below,Left,Palm,180,Preference
649,participant_20,Below_Left_Palm_180,4,Below,Left,Palm,180,Preference
650,participant_21,Below_Left_Palm_180,1,Below,Left,Palm,180,Preference
651,participant_22,Below_Left_Palm_180,1,Below,Left,Palm,180,Preference
652,participant_23,Below_Left_Palm_180,5,Below,Left,Palm,180,Preference
653,participant_24,Below_Left_Palm_180,2,Below,Left,Palm,180,Preference
654,participate_25,Below_Left_Palm_180,3,Below,Left,Palm,180,Preference
655,participant_26,Below_Left_Palm_180,1,Below,Left,Palm,180,Preference
656,participant_27,Below_Left_Palm_180,2,Below,Left,Palm,180,Preference
657,participant_28,Below_Left_Palm_180,2,Below,Left,Palm,180,Preference
658,participant_29,Below_Left_Palm_180,1,Below,Left,Palm,180,Preference
659,participant_30,Below_Left_Palm_180,4,Below,Left,Palm,180,Preference
660,participant_1,Below_Right_Palm_180,2,Below,Right,Palm,180,Comfort
661,participant_2,Below_Right_Palm_180,1,Below,Right,Palm,180,Comfort
662,participant_3,Below_Right_Palm_180,3,Below,Right,Palm,180,Comfort
663,participant_4,Below_Right_Palm_180,1,Below,Right,Palm,180,Comfort
664,participant_5,Below_Right_Palm_180,1,Below,Right,Palm,180,Comfort
665,participant_6,Below_Right_Palm_180,4,Below,Right,Palm,180,Comfort
666,participant_7,Below_Right_Palm_180,4,Below,Right,Palm,180,Comfort
667,participant_8,Below_Right_Palm_180,1,Below,Right,Palm,180,Comfort
668,participant_9,Below_Right_Palm_180,3,Below,Right,Palm,180,Comfort
669,participant_10,Below_Right_Palm_180,1,Below,Right,Palm,180,Comfort
670,participant_11,Below_Right_Palm_180,2,Below,Right,Palm,180,Comfort
671,participant_12,Below_Right_Palm_180,3,Below,Right,Palm,180,Comfort
672,participant_13,Below_Right_Palm_180,4,Below,Right,Palm,180,Comfort
673,participant_14,Below_Right_Palm_180,2,Below,Right,Palm,180,Comfort
674,participant_15,Below_Right_Palm_180,2,Below,Right,Palm,180,Comfort
675,participant_16,Below_Right_Palm_180,4,Below,Right,Palm,180,Comfort
676,participant_17,Below_Right_Palm_180,3,Below,Right,Palm,180,Comfort
677,participant_18,Below_Right_Palm_180,1,Below,Right,Palm,180,Comfort
678,participant_19,Below_Right_Palm_180,2,Below,Right,Palm,180,Comfort
679,participant_20,Below_Right_Palm_180,2,Below,Right,Palm,180,Comfort
680,participant_21,Below_Right_Palm_180,2,Below,Right,Palm,180,Comfort
681,participant_22,Below_Right_Palm_180,1,Below,Right,Palm,180,Comfort
682,participant_23,Below_Right_Palm_180,3,Below,Right,Palm,180,Comfort
683,participant_24,Below_Right_Palm_180,3,Below,Right,Palm,180,Comfort
684,participate_25,Below_Right_Palm_180,3,Below,Right,Palm,180,Comfort
685,participant_26,Below_Right_Palm_180,1,Below,Right,Palm,180,Comfort
686,participant_27,Below_Right_Palm_180,3,Below,Right,Palm,180,Comfort
687,participant_28,Below_Right_Palm_180,2,Below,Right,Palm,180,Comfort
688,participant_29,Below_Right_Palm_180,2,Below,Right,Palm,180,Comfort
689,participant_30,Below_Right_Palm_180,3,Below,Right,Palm,180,Comfort
690,participant_1,Below_Right_Palm_180,2,Below,Right,Palm,180,Preference
691,participant_2,Below_Right_Palm_180,1,Below,Right,Palm,180,Preference
692,participant_3,Below_Right_Palm_180,4,Below,Right,Palm,180,Preference
693,participant_4,Below_Right_Palm_180,1,Below,Right,Palm,180,Preference
694,participant_5,Below_Right_Palm_180,1,Below,Right,Palm,180,Preference
695,participant_6,Below_Right_Palm_180,4,Below,Right,Palm,180,Preference
696,participant_7,Below_Right_Palm_180,4,Below,Right,Palm,180,Preference
697,participant_8,Below_Right_Palm_180,1,Below,Right,Palm,180,Preference
698,participant_9,Below_Right_Palm_180,3,Below,Right,Palm,180,Preference
699,participant_10,Below_Right_Palm_180,1,Below,Right,Palm,180,Preference
700,participant_11,Below_Right_Palm_180,2,Below,Right,Palm,180,Preference
701,participant_12,Below_Right_Palm_180,3,Below,Right,Palm,180,Preference
702,participant_13,Below_Right_Palm_180,4,Below,Right,Palm,180,Preference
703,participant_14,Below_Right_Palm_180,2,Below,Right,Palm,180,Preference
704,participant_15,Below_Right_Palm_180,3,Below,Right,Palm,180,Preference
705,participant_16,Below_Right_Palm_180,4,Below,Right,Palm,180,Preference
706,participant_17,Below_Right_Palm_180,4,Below,Right,Palm,180,Preference
707,participant_18,Below_Right_Palm_180,4,Below,Right,Palm,180,Preference
708,participant_19,Below_Right_Palm_180,2,Below,Right,Palm,180,Preference
709,participant_20,Below_Right_Palm_180,3,Below,Right,Palm,180,Preference
710,participant_21,Below_Right_Palm_180,1,Below,Right,Palm,180,Preference
711,participant_22,Below_Right_Palm_180,1,Below,Right,Palm,180,Preference
712,participant_23,Below_Right_Palm_180,3,Below,Right,Palm,180,Preference
713,participant_24,Below_Right_Palm_180,2,Below,Right,Palm,180,Preference
714,participate_25,Below_Right_Palm_180,3,Below,Right,Palm,180,Preference
715,participant_26,Below_Right_Palm_180,1,Below,Right,Palm,180,Preference
716,participant_27,Below_Right_Palm_180,3,Below,Right,Palm,180,Preference
717,participant_28,Below_Right_Palm_180,2,Below,Right,Palm,180,Preference
718,participant_29,Below_Right_Palm_180,1,Below,Right,Palm,180,Preference
719,participant_30,Below_Right_Palm_180,3,Below,Right,Palm,180,Preference
720,participant_1,On_Left_Fist_0,2,On,Left,Fist,0,Comfort
721,participant_2,On_Left_Fist_0,3,On,Left,Fist,0,Comfort
722,participant_3,On_Left_Fist_0,3,On,Left,Fist,0,Comfort
723,participant_4,On_Left_Fist_0,3,On,Left,Fist,0,Comfort
724,participant_5,On_Left_Fist_0,2,On,Left,Fist,0,Comfort
725,participant_6,On_Left_Fist_0,2,On,Left,Fist,0,Comfort
726,participant_7,On_Left_Fist_0,4,On,Left,Fist,0,Comfort
727,participant_8,On_Left_Fist_0,3,On,Left,Fist,0,Comfort
728,participant_9,On_Left_Fist_0,2,On,Left,Fist,0,Comfort
729,participant_10,On_Left_Fist_0,5,On,Left,Fist,0,Comfort
730,participant_11,On_Left_Fist_0,3,On,Left,Fist,0,Comfort
731,participant_12,On_Left_Fist_0,2,On,Left,Fist,0,Comfort
732,participant_13,On_Left_Fist_0,5,On,Left,Fist,0,Comfort
733,participant_14,On_Left_Fist_0,5,On,Left,Fist,0,Comfort
734,participant_15,On_Left_Fist_0,3,On,Left,Fist,0,Comfort
735,participant_16,On_Left_Fist_0,5,On,Left,Fist,0,Comfort
736,participant_17,On_Left_Fist_0,4,On,Left,Fist,0,Comfort
737,participant_18,On_Left_Fist_0,5,On,Left,Fist,0,Comfort
738,participant_19,On_Left_Fist_0,3,On,Left,Fist,0,Comfort
739,participant_20,On_Left_Fist_0,3,On,Left,Fist,0,Comfort
740,participant_21,On_Left_Fist_0,4,On,Left,Fist,0,Comfort
741,participant_22,On_Left_Fist_0,5,On,Left,Fist,0,Comfort
742,participant_23,On_Left_Fist_0,4,On,Left,Fist,0,Comfort
743,participant_24,On_Left_Fist_0,3,On,Left,Fist,0,Comfort
